;age;job;marital;education;credit_in_default;housing_loan;personal_loan;last_contact_type;last_contact_month;last_contact_day;last_contact_duration;n_contacts_this_campaign;days_since_last_contact;n_contacts_prev_campaign;prev_campaign_outcome;registered
4012;40.0;technician - Caniço;single;basic.9y;unknown;yes;yes;cellular;nov;mon;;1;999;1;failure;no
4013;53.0;self-employed - Maia;married;basic.4y;no;yes;no;cellular;nov;tue;;1;999;0;nonexistent;no
4014;39.0;services - Santana;single;university.degree;unknown;yes;no;cellular;nov;thu;;3;999;0;nonexistent;no
4015;32.0;services - Vila Franca de Xira;married;high.school;no;yes;no;cellular;aug;thu;;1;999;0;nonexistent;no
4016;35.0;admin. - Agualva-Cacém;single;high.school;no;no;no;cellular;may;tue;107.0;2;999;1;failure;no
4017;28.0;admin. - Agualva-Cacém;married;high.school;no;no;yes;cellular;may;thu;;4;999;0;nonexistent;no
4018;47.0;technician - Porto;married;unknown;unknown;yes;no;cellular;nov;fri;624.0;1;999;0;nonexistent;no
4019;46.0;blue-collar - Portalegre;married;basic.6y;no;yes;yes;cellular;jul;thu;94.0;2;999;0;nonexistent;no
4020;35.0;;single;high.school;no;yes;no;cellular;may;tue;;1;999;1;failure;no
4021;36.0;blue-collar - Funchal;single;basic.9y;unknown;no;no;telephone;may;mon;125.0;5;999;0;nonexistent;no
4022;57.0;management - Oliveira do Bairro;married;university.degree;no;yes;no;telephone;may;fri;268.0;1;999;0;nonexistent;no
4023;51.0;admin. - Trancoso;;university.degree;no;no;no;cellular;jul;mon;470.0;2;999;0;nonexistent;no
4024;58.0;;;university.degree;no;no;no;cellular;may;tue;358.0;1;999;0;nonexistent;no
4025;47.0;services - Agualva-Cacém;;high.school;no;yes;no;cellular;may;mon;953.0;3;999;0;nonexistent;no
4026;36.0;admin. - Funchal;married;university.degree;no;no;no;cellular;nov;wed;64.0;1;999;0;nonexistent;no
4027;66.0;retired - Albufeira;married;unknown;no;no;no;cellular;aug;mon;43.0;1;999;2;failure;no
4028;53.0;blue-collar - Alcobaça;married;basic.9y;no;yes;no;telephone;jun;fri;13.0;5;999;0;nonexistent;no
4029;40.0;technician - Loulé;married;high.school;no;no;no;cellular;nov;wed;231.0;4;999;0;nonexistent;no
4030;41.0;technician - Câmara de Lobos;married;high.school;no;no;no;cellular;aug;thu;8.0;4;999;0;nonexistent;no
4031;48.0;blue-collar - Gouveia;married;basic.4y;no;yes;no;telephone;may;mon;717.0;1;999;0;nonexistent;no
4032;42.0;services - Ovar;divorced;high.school;no;no;no;cellular;may;thu;72.0;1;999;0;nonexistent;no
4033;88.0;retired - Vila Franca de Xira;married;university.degree;no;yes;no;cellular;aug;mon;401.0;1;999;0;nonexistent;no
4034;35.0;admin. - Oliveira de Azeméis;;university.degree;unknown;no;no;telephone;jul;thu;203.0;1;999;0;nonexistent;no
4035;36.0;technician - Funchal;married;professional.course;no;yes;no;cellular;may;thu;;2;999;0;nonexistent;no
4036;46.0;blue-collar - Barreiro;married;basic.9y;unknown;yes;yes;cellular;apr;mon;;1;999;0;nonexistent;no
4037;42.0;technician - Esmoriz;married;university.degree;no;no;yes;cellular;aug;thu;168.0;1;999;0;nonexistent;no
4038;29.0;self-employed - Ponte de Sor;single;university.degree;no;yes;no;cellular;apr;mon;;1;999;0;nonexistent;no
4039;23.0;blue-collar - Odivelas;single;high.school;no;no;no;cellular;jul;thu;;1;999;0;nonexistent;no
4040;49.0;admin. - Póvoa de Santa Iria;divorced;university.degree;no;yes;no;cellular;apr;thu;347.0;3;999;0;nonexistent;no
4041;40.0;admin. - Santana;married;high.school;no;no;no;telephone;jun;tue;201.0;3;999;0;nonexistent;no
4042;50.0;technician - Tondela;married;professional.course;no;unknown;unknown;cellular;nov;tue;319.0;2;999;1;failure;no
4043;34.0;admin. - Vila Nova de Famalicão;married;high.school;no;yes;yes;cellular;nov;mon;56.0;1;999;0;nonexistent;no
4044;37.0;services - Rio Tinto;married;high.school;no;no;no;cellular;may;tue;157.0;4;999;0;nonexistent;no
4045;37.0;admin. - Trancoso;married;high.school;no;no;yes;telephone;may;fri;;2;999;0;nonexistent;no
4046;47.0;blue-collar - Câmara de Lobos;married;basic.9y;no;yes;no;cellular;aug;mon;110.0;3;999;0;nonexistent;no
4047;44.0;services - Oliveira do Bairro;married;high.school;no;yes;yes;telephone;may;mon;391.0;1;999;0;nonexistent;no
4048;34.0;;married;basic.4y;no;no;no;telephone;may;wed;214.0;2;999;0;nonexistent;no
4049;31.0;;married;university.degree;no;yes;no;cellular;aug;thu;95.0;1;999;0;nonexistent;no
4050;;blue-collar - Rio Tinto;married;basic.4y;unknown;no;no;telephone;may;thu;183.0;3;999;0;nonexistent;no
4051;34.0;technician - Fundão;single;professional.course;no;yes;no;cellular;may;mon;240.0;6;999;0;nonexistent;no
4052;42.0;housemaid - Serpa;;;unknown;yes;no;telephone;jul;mon;122.0;3;999;0;nonexistent;no
4053;42.0;services - Odivelas;married;high.school;no;yes;yes;cellular;may;tue;103.0;2;999;0;nonexistent;no
4054;42.0;management - Chaves;married;basic.6y;no;yes;yes;telephone;may;wed;;3;999;0;nonexistent;no
4055;50.0;blue-collar - Santana;married;basic.9y;unknown;yes;no;telephone;may;fri;98.0;17;999;0;nonexistent;no
4056;52.0;technician - Almada;married;basic.9y;no;yes;no;cellular;nov;tue;;1;999;0;nonexistent;no
4057;30.0;admin. - Câmara de Lobos;single;university.degree;no;no;no;cellular;aug;mon;37.0;2;999;0;nonexistent;no
4058;31.0;technician - Tondela;;professional.course;no;yes;no;cellular;aug;tue;284.0;1;999;0;nonexistent;no
4059;28.0;blue-collar - Queluz;married;basic.6y;no;no;no;telephone;jul;tue;36.0;1;999;0;nonexistent;no
4060;20.0;student - Coimbra;single;unknown;no;yes;no;cellular;apr;tue;81.0;3;999;0;nonexistent;no
4061;52.0;self-employed - Torres Novas;married;university.degree;no;yes;no;telephone;may;fri;107.0;3;999;0;nonexistent;no
4062;43.0;technician - Funchal;single;professional.course;no;yes;no;telephone;may;wed;207.0;3;999;0;nonexistent;no
4063;42.0;entrepreneur - Rio Tinto;married;basic.9y;unknown;no;no;telephone;jun;thu;143.0;1;999;0;nonexistent;no
4064;35.0;admin. - Vila Baleira (a.k.a. Porto Santo);single;high.school;unknown;yes;no;telephone;jun;wed;93.0;3;999;0;nonexistent;no
4065;33.0;admin. - Esmoriz;married;;no;no;no;cellular;jul;fri;384.0;1;999;0;nonexistent;no
4066;43.0;blue-collar - Gouveia;;basic.9y;no;yes;no;cellular;may;thu;93.0;4;999;2;failure;no
4067;56.0;retired - Oliveira do Bairro;divorced;basic.4y;unknown;yes;no;telephone;may;thu;278.0;1;999;0;nonexistent;no
4068;48.0;services - Anadia;divorced;high.school;no;no;yes;cellular;jul;mon;88.0;4;999;0;nonexistent;no
4069;51.0;blue-collar - Portimão;married;basic.9y;unknown;no;no;telephone;may;fri;;2;999;0;nonexistent;no
4070;38.0;technician - Águeda;married;professional.course;no;no;no;cellular;apr;mon;277.0;1;999;0;nonexistent;no
4071;36.0;entrepreneur - Mêda;married;university.degree;no;no;yes;cellular;jul;wed;;1;999;0;nonexistent;no
4072;57.0;self-employed - Funchal;single;high.school;unknown;no;no;telephone;may;thu;587.0;4;999;0;nonexistent;no
4073;46.0;services - Esmoriz;married;high.school;no;yes;no;cellular;jul;mon;170.0;3;999;0;nonexistent;no
4074;35.0;technician - Tavira;married;professional.course;no;no;no;cellular;aug;fri;222.0;6;999;0;nonexistent;no
4075;35.0;admin. - Freamunde;married;professional.course;no;yes;no;cellular;jul;wed;;1;999;0;nonexistent;no
4076;51.0;services - Esmoriz;married;high.school;unknown;no;no;telephone;may;wed;132.0;1;999;0;nonexistent;no
4077;44.0;housemaid - Vila Nova de Famalicão;married;university.degree;no;no;no;cellular;jun;mon;;1;999;1;failure;no
4078;42.0;blue-collar - Gouveia;married;basic.4y;no;yes;no;cellular;apr;fri;486.0;1;999;1;failure;no
4079;34.0;blue-collar - Póvoa de Santa Iria;married;high.school;no;no;no;telephone;jun;wed;18.0;6;999;0;nonexistent;no
4080;38.0;admin. - Gafanha da Nazaré;married;high.school;no;yes;no;cellular;apr;thu;;2;999;1;failure;no
4081;51.0;entrepreneur - Santana;single;basic.9y;no;no;no;cellular;may;wed;;1;999;0;nonexistent;no
4082;24.0;student - Évora;single;high.school;no;yes;no;cellular;apr;thu;209.0;1;999;0;nonexistent;no
4083;60.0;admin. - Barreiro;married;unknown;no;no;no;cellular;nov;tue;;2;999;0;nonexistent;no
4084;26.0;technician - Vila Franca de Xira;married;professional.course;no;no;no;telephone;may;fri;180.0;1;999;0;nonexistent;no
4085;56.0;entrepreneur - Silves;;university.degree;unknown;no;no;telephone;may;tue;;1;999;0;nonexistent;no
4086;43.0;blue-collar - Barreiro;married;basic.9y;no;no;no;cellular;may;tue;13.0;5;999;0;nonexistent;no
4087;41.0;services - Oliveira de Azeméis;married;high.school;no;unknown;unknown;cellular;aug;wed;;1;999;0;nonexistent;no
4088;25.0;;single;university.degree;no;no;no;telephone;may;mon;105.0;1;999;0;nonexistent;no
4089;43.0;blue-collar - Funchal;married;basic.4y;unknown;no;no;telephone;jun;thu;349.0;1;999;0;nonexistent;no
4090;40.0;blue-collar - Vila Real;married;high.school;no;yes;no;telephone;may;wed;294.0;1;999;0;nonexistent;no
4091;37.0;technician - Vila Real;married;university.degree;no;yes;no;telephone;may;thu;240.0;2;999;0;nonexistent;no
4092;49.0;admin. - Rio Tinto;married;university.degree;no;yes;no;telephone;aug;fri;4.0;1;999;0;nonexistent;no
4093;32.0;blue-collar - Serpa;single;high.school;no;unknown;unknown;cellular;nov;wed;77.0;2;999;0;nonexistent;no
4094;49.0;housemaid - Silves;married;professional.course;no;yes;no;cellular;jul;thu;351.0;2;999;0;nonexistent;no
4095;47.0;admin. - Espinho;married;university.degree;no;no;no;telephone;may;thu;42.0;1;999;0;nonexistent;no
4096;40.0;admin. - Vila Nova de Famalicão;married;high.school;no;yes;yes;cellular;aug;wed;18.0;4;999;0;nonexistent;no
4097;31.0;admin. - Rio Tinto;single;;no;yes;no;cellular;aug;thu;188.0;5;999;0;nonexistent;no
4098;30.0;;married;;no;yes;yes;cellular;may;mon;;2;999;0;nonexistent;no
4099;57.0;admin. - Évora;single;unknown;no;yes;no;cellular;jul;fri;153.0;2;999;0;nonexistent;no
4100;45.0;management - Silves;married;university.degree;unknown;no;no;cellular;jul;mon;208.0;2;999;0;nonexistent;no
4101;28.0;services - Caniço;single;high.school;no;no;no;cellular;may;thu;99.0;4;999;1;failure;no
4102;19.0;student - Valongo;single;unknown;no;no;no;cellular;aug;tue;192.0;1;999;1;failure;no
4103;39.0;admin. - Tarouca;married;high.school;unknown;yes;no;cellular;apr;fri;222.0;1;999;1;failure;no
4104;36.0;admin. - Praia da Vitória;married;university.degree;no;no;no;cellular;aug;thu;126.0;2;999;0;nonexistent;no
4105;33.0;technician - Mirandela;single;professional.course;no;no;no;cellular;aug;mon;176.0;2;999;0;nonexistent;no
4106;50.0;admin. - Águeda;single;high.school;no;yes;no;cellular;jul;wed;180.0;1;999;0;nonexistent;no
4107;48.0;entrepreneur - Agualva-Cacém;married;university.degree;no;yes;no;telephone;may;wed;122.0;1;999;0;nonexistent;no
4108;47.0;services - Vendas Novas;;high.school;no;no;no;telephone;may;mon;198.0;3;999;0;nonexistent;no
4109;29.0;technician - Gafanha da Nazaré;married;professional.course;no;no;no;telephone;may;wed;125.0;2;999;0;nonexistent;no
4110;26.0;admin. - Águeda;married;high.school;no;yes;no;telephone;apr;mon;216.0;1;999;0;nonexistent;no
4111;33.0;blue-collar - Santana;married;basic.6y;unknown;no;no;cellular;may;wed;;2;999;0;nonexistent;no
4112;26.0;unemployed - Covilhã;married;high.school;no;unknown;unknown;cellular;jul;tue;263.0;2;999;0;nonexistent;no
4113;38.0;management - Lourosa;single;;no;no;no;telephone;may;tue;600.0;2;999;0;nonexistent;no
4114;38.0;entrepreneur - Rebordosa;married;basic.4y;no;yes;yes;cellular;nov;tue;224.0;1;999;0;nonexistent;no
4115;49.0;technician - Agualva-Cacém;married;professional.course;no;yes;no;cellular;nov;wed;298.0;2;999;0;nonexistent;no
4116;56.0;blue-collar - Esmoriz;married;basic.4y;no;no;no;cellular;aug;wed;188.0;2;999;0;nonexistent;no
4117;;technician - Gouveia;married;professional.course;unknown;yes;no;telephone;jun;wed;77.0;8;999;0;nonexistent;no
4118;47.0;;married;basic.4y;unknown;yes;no;telephone;jun;thu;;5;999;0;nonexistent;no
4119;50.0;;married;basic.4y;no;no;no;cellular;may;fri;67.0;1;999;1;failure;no
4120;;;married;basic.4y;no;no;no;cellular;jun;tue;135.0;4;999;1;failure;no
4121;54.0;management - Moura;married;university.degree;unknown;yes;no;telephone;jul;thu;;5;999;0;nonexistent;no
4122;32.0;unknown - Rebordosa;unknown;university.degree;no;no;no;telephone;jun;thu;36.0;7;999;0;nonexistent;no
4123;50.0;housemaid - Seixal;divorced;;unknown;no;no;telephone;may;fri;132.0;1;999;0;nonexistent;no
4124;41.0;unemployed - Peso da Régua;single;basic.4y;no;no;no;cellular;jun;mon;170.0;1;999;0;nonexistent;no
4125;35.0;services - Valongo;married;high.school;no;no;no;telephone;may;thu;86.0;4;999;0;nonexistent;no
4126;32.0;blue-collar - Vila Real;married;basic.9y;no;yes;no;cellular;apr;fri;224.0;1;999;0;nonexistent;no
4127;37.0;technician - Seixal;divorced;professional.course;no;no;yes;cellular;jul;mon;100.0;2;999;0;nonexistent;no
4128;27.0;admin. - Gouveia;single;university.degree;no;no;no;cellular;jul;mon;130.0;1;999;0;nonexistent;no
4129;38.0;blue-collar - Amora;married;basic.4y;unknown;no;no;telephone;jun;fri;;3;999;0;nonexistent;no
4130;33.0;admin. - Odivelas;married;high.school;no;yes;no;telephone;jun;mon;111.0;3;999;0;nonexistent;no
4131;37.0;admin. - Gondomar;single;high.school;no;no;no;cellular;jul;mon;71.0;15;999;0;nonexistent;no
4132;38.0;technician - Beja;single;professional.course;no;no;no;telephone;may;wed;;1;999;0;nonexistent;no
4133;43.0;management - Praia da Vitória;married;university.degree;no;unknown;unknown;telephone;may;mon;;3;999;0;nonexistent;no
4134;43.0;admin. - Tondela;married;high.school;no;yes;no;cellular;aug;mon;210.0;1;999;0;nonexistent;no
4135;50.0;admin. - Lisbon;married;;unknown;yes;no;cellular;jul;mon;339.0;2;999;0;nonexistent;no
4136;30.0;management - Gafanha da Nazaré;married;university.degree;no;no;no;cellular;may;fri;173.0;4;999;0;nonexistent;no
4137;50.0;technician - Elvas;married;high.school;no;no;no;cellular;nov;mon;;1;999;1;failure;no
4138;54.0;retired - Praia da Vitória;married;university.degree;unknown;no;no;telephone;jun;mon;26.0;3;999;0;nonexistent;no
4139;38.0;self-employed - Odivelas;single;university.degree;no;unknown;unknown;telephone;may;tue;114.0;3;999;0;nonexistent;no
4140;53.0;self-employed - Ermesinde;married;;no;no;no;cellular;aug;fri;;3;999;0;nonexistent;no
4141;31.0;blue-collar - Gondomar;married;basic.6y;no;no;yes;cellular;jul;fri;173.0;2;999;0;nonexistent;no
4142;31.0;admin. - Portimão;single;university.degree;no;yes;no;telephone;may;thu;309.0;2;999;0;nonexistent;no
4143;45.0;blue-collar - Serpa;married;professional.course;no;yes;no;cellular;may;fri;157.0;3;999;0;nonexistent;no
4144;32.0;;married;university.degree;no;no;no;cellular;nov;thu;66.0;2;999;0;nonexistent;no
4145;39.0;admin. - Fafe;single;high.school;no;yes;no;telephone;may;fri;59.0;1;999;0;nonexistent;no
4146;48.0;;married;professional.course;no;yes;no;telephone;jun;mon;358.0;3;999;0;nonexistent;no
4147;;admin. - Águeda;married;basic.6y;unknown;yes;no;cellular;jul;wed;327.0;1;999;0;nonexistent;no
4148;49.0;blue-collar - Peso da Régua;;basic.6y;unknown;yes;no;cellular;jul;mon;364.0;3;999;0;nonexistent;no
4149;29.0;admin. - Agualva-Cacém;divorced;basic.9y;no;no;no;cellular;may;mon;;3;999;1;failure;no
4150;52.0;self-employed - Elvas;married;university.degree;unknown;yes;yes;telephone;jun;mon;;1;999;0;nonexistent;no
4151;48.0;admin. - Portimão;married;professional.course;unknown;yes;no;telephone;may;fri;211.0;2;999;0;nonexistent;no
4152;30.0;admin. - Fátima;single;high.school;no;yes;no;telephone;may;fri;100.0;3;999;0;nonexistent;no
4153;34.0;admin. - Santa Comba Dão;single;university.degree;unknown;yes;yes;cellular;aug;mon;90.0;2;999;0;nonexistent;no
4154;52.0;admin. - Vila Baleira (a.k.a. Porto Santo);divorced;university.degree;no;no;no;telephone;may;mon;190.0;1;999;0;nonexistent;no
4155;43.0;technician - Fundão;divorced;high.school;unknown;yes;no;cellular;aug;thu;248.0;1;999;0;nonexistent;no
4156;33.0;admin. - Serpa;married;university.degree;no;no;no;cellular;aug;wed;787.0;9;999;0;nonexistent;no
4157;33.0;services - Barreiro;divorced;unknown;no;no;no;telephone;may;mon;181.0;2;999;0;nonexistent;no
4158;27.0;blue-collar - Maia;single;basic.9y;no;no;yes;telephone;jun;thu;869.0;2;999;0;nonexistent;no
4159;39.0;admin. - Gouveia;married;university.degree;no;no;no;telephone;jun;mon;;3;999;0;nonexistent;no
4160;37.0;entrepreneur - Covilhã;married;university.degree;no;no;no;telephone;nov;wed;;2;999;1;failure;no
4161;34.0;admin. - Agualva-Cacém;single;university.degree;no;yes;no;cellular;apr;tue;255.0;7;999;0;nonexistent;no
4162;48.0;services - Covilhã;married;high.school;unknown;no;no;telephone;may;tue;162.0;1;999;0;nonexistent;no
4163;45.0;unemployed - Funchal;married;high.school;no;no;no;cellular;aug;thu;186.0;2;999;0;nonexistent;no
4164;;self-employed - Tondela;married;university.degree;no;yes;no;cellular;nov;fri;6.0;5;999;0;nonexistent;no
4165;53.0;blue-collar - Ribeira Grande;married;basic.4y;unknown;yes;no;cellular;aug;fri;148.0;5;999;0;nonexistent;no
4166;36.0;admin. - Guimarães;married;university.degree;no;yes;no;cellular;may;fri;70.0;1;999;0;nonexistent;no
4167;26.0;admin. - Olhão da Restauração;single;university.degree;no;no;no;cellular;mar;fri;81.0;1;7;4;failure;no
4168;30.0;admin. - Valongo;divorced;;no;no;yes;telephone;may;fri;;3;999;0;nonexistent;no
4169;33.0;admin. - Oliveira de Azeméis;married;high.school;no;yes;no;cellular;may;fri;;1;999;0;nonexistent;no
4170;47.0;self-employed - Beja;married;professional.course;no;yes;no;telephone;jun;mon;;2;999;0;nonexistent;no
4171;42.0;;married;basic.9y;unknown;yes;no;telephone;may;tue;326.0;1;999;0;nonexistent;no
4172;31.0;technician - Freamunde;single;professional.course;no;yes;no;cellular;aug;tue;;1;999;0;nonexistent;no
4173;46.0;self-employed - Setúbal;married;;unknown;yes;yes;telephone;may;mon;88.0;1;999;0;nonexistent;no
4174;;admin. - Albufeira;single;;unknown;yes;yes;cellular;aug;mon;170.0;3;999;0;nonexistent;no
4175;44.0;blue-collar - Lisbon;married;basic.9y;no;yes;no;telephone;may;thu;480.0;2;999;0;nonexistent;no
4176;24.0;admin. - Espinho;single;professional.course;no;yes;no;cellular;jul;mon;357.0;1;999;0;nonexistent;no
4177;30.0;admin. - Portimão;single;high.school;no;yes;no;cellular;aug;fri;90.0;1;999;0;nonexistent;no
4178;45.0;technician - Valbom;married;professional.course;unknown;no;no;telephone;jul;wed;130.0;6;999;0;nonexistent;no
4179;32.0;services - Câmara de Lobos;married;high.school;no;no;no;cellular;aug;tue;205.0;1;999;0;nonexistent;no
4180;41.0;blue-collar - Vila Baleira (a.k.a. Porto Santo);married;unknown;unknown;no;no;telephone;may;mon;217.0;1;999;0;nonexistent;no
4181;37.0;services - Sines;married;high.school;no;yes;no;telephone;jun;thu;;1;999;0;nonexistent;no
4182;40.0;entrepreneur - Agualva-Cacém;married;university.degree;no;yes;no;cellular;aug;mon;145.0;2;999;0;nonexistent;no
4183;38.0;blue-collar - Câmara de Lobos;married;high.school;no;no;no;telephone;may;fri;18.0;7;999;0;nonexistent;no
4184;31.0;admin. - Espinho;married;high.school;no;no;no;telephone;may;mon;220.0;3;999;0;nonexistent;no
4185;;admin. - Santana;married;unknown;no;no;no;cellular;jul;mon;270.0;3;999;0;nonexistent;no
4186;35.0;blue-collar - Mealhada;single;unknown;no;no;no;telephone;may;thu;;3;999;0;nonexistent;no
4187;;admin. - Ermesinde;married;basic.9y;no;no;no;telephone;may;tue;259.0;1;999;0;nonexistent;no
4188;40.0;technician - Câmara de Lobos;married;professional.course;unknown;no;no;cellular;nov;wed;291.0;2;999;0;nonexistent;no
4189;46.0;admin. - São Mamede de Infesta;married;;no;yes;no;cellular;aug;thu;164.0;1;999;0;nonexistent;no
4190;42.0;housemaid - Câmara de Lobos;married;basic.4y;unknown;yes;no;telephone;jun;fri;;5;999;0;nonexistent;no
4191;44.0;housemaid - Vila Nova de Famalicão;married;basic.4y;unknown;yes;no;cellular;jul;wed;103.0;1;999;0;nonexistent;no
4192;36.0;blue-collar - Trancoso;married;basic.6y;unknown;no;no;telephone;may;fri;378.0;2;999;0;nonexistent;no
